ControlPointId,PointType,ChooserName,DateTime,EditLock,Ignored,AprioriSurfacePointSource,AprioriSurfacePointSourceFile,AprioriRadiusSource,AprioriRadiusSourceFile,AprioriX,AprioriY,AprioriZ,AprioriXSigma,AprioriYSigma,AprioriZSigma,AprioriLatitude,AprioriLongitude,AprioriLocalRadius,AprioriLatitudeSigma,AprioriLongitudeSigma,AprioriLocalRadiusSigma,AprioriLatitudeSigmaDistance,AprioriLongitudeSigmaDistance,X,Y,Z,XSigma,YSigma,ZSigma,Latitude,Longitude,LocalRadius,LatitudeSigma,LongitudeSigma,LocalRadiusSigma,LatitudeSigmaDistance,LongitudeSigmaDistance,MinimumResidual,MaximumResidual,AverageResidual,MinimumSampleResidual,MaximumSamlpeResidual,MinimumLineResidual,MaximumLineResidual,AprioriLine,AprioriSample,ChooserName,ComputedEphemerisTime,CubeSerialNumber,DateTime,Line,LineResidual,LineSigma,Sample,SampleResidual,SampleSigma,MeasuredEphemerisTime,ResidualMagnitude,MeasureType,Filename,Sample,Line,PixelValue,RightAscension,Declination,PlanetocentricLatitude,PlanetographicLatitude,PositiveEast360Longitude,PositiveEast180Longitude,PositiveWest360Longitude,PositiveWest180Longitude,BodyFixedCoordinateX,BodyFixedCoordinateY,BodyFixedCoordinateZ,LocalRadius,SampleResolution,LineResolution,SpacecraftPositionX,SpacecraftPositionY,SpacecraftPositionZ,SpacecraftAzimuth,SlantDistance,TargetCenterDistance,SubSpacecraftLatitude,SubSpacecraftLongitude,SpacecraftAltitude,OffNadirAngle,SubSpacecraftGroundAzimuth,SunPositionX,SunPositionY,SunPositionZ,SubSolarAzimuth,SolarDistance,SubSolarLatitude,SubSolarLongitude,SubSolarGroundAzimuth,Phase,Incidence,Emission,NorthAzimuth,EphemerisTime,UTC,LocalSolarTime,SolarLongitude,
test005,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,1.3105e-315,Clementine1/UVVIS/1994-03-25T19:43:48.209,2009-09-03T11:42:03,147.289,0,0,195.941,0,0,1.30867e-315,0,Candidate,.cub,195.94082915175,147.28944640475,0.00481693,261.22540515817,65.015466172824,-84.715153706571,-84.715153706571,12.261666426066,12.261666426066,347.73833357393,-12.261666426066,156.37654935878,33.986020635003,-1730.0144754342,1737400.0,187.46768730866,187.46768730866,217.05206704526,54.340438237869,-2462.0139341886,206.86321110941,734.79182655982,2472.1604104862,-84.80715235935,14.055476809875,734.76041048619,0.44416275068875,118.42735291679,142092325.17835,46513002.914525,3175614.9086014,92.527618005474,0.99964723407578,1.2167758271664,18.125524258299,0.54051272646905,86.220918053638,85.960270540098,0.63200923089251,86.651448735759,-182103311.59833,1994-03-25T19:43:48.2160328,11.609076144518,129.01791019464,
test006,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,0,Clementine1/UVVIS/1994-03-24T23:50:18.898,2009-09-03T11:42:03,136.255,0,0,265.66,0,0,0,0,Reference,.cub,265.6597682033,136.25450609953,0.0047437,261.06548473006,64.096389600919,-84.715452528219,-84.715452528219,17.536358236901,17.536358236901,342.4636417631,-17.536358236901,152.58139357035,48.215199202011,-1730.0153100195,1737400.0,185.79381490656,185.79381490656,205.44622495147,90.914449363715,-2455.0687121083,179.66099010234,728.23097451418,2465.3267470304,-84.771426987694,23.870438333619,727.92674703035,1.390293800984,92.350245988872,131706310.88118,70619731.513389,3224549.4051731,91.680191999175,0.99920739390525,1.2360725357798,28.199806472357,0.97884649222348,85.976027293346,86.043520313651,1.9729881189252,81.015651872404,-182174920.90933,1994-03-24T23:50:18.9050328,11.28910345097,127.02082320405,
test006,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,0,Clementine1/UVVIS/1994-03-25T19:43:48.209,2009-09-03T11:42:03,149.136,0,0,115.821,0,0,1.31063e-315,0,Candidate,.cub,115.82148511051,149.13574318275,0.00482613,260.76602923707,66.171334978999,-84.7095542399,-84.7095542399,17.639113343813,17.639113343813,342.36088665619,-17.639113343813,152.66439988372,48.54272964763,-1729.9988278628,1737400.0,187.48617081301,187.48617081301,217.05206704526,54.340438237869,-2462.0139341886,343.62439467446,734.86427386057,2472.1604104862,-84.80715235935,14.055476809875,734.76041048619,0.80755845075825,251.62087551763,142092325.17835,46513002.914525,3175614.9086014,92.498777833821,0.99964722738615,1.2167758271664,18.125524258299,0.044962348697084,86.299484301356,85.927184853523,1.1491203944411,91.99262265912,-182103311.59833,1994-03-25T19:43:48.2160328,11.967572605701,129.01791019464,
test007,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,7.03894e+64,Clementine1/UVVIS/1994-03-24T23:50:18.898,2009-09-03T11:42:03,146.304,0,0,185.316,0,0,9.48606e-322,0,Reference,.cub,185.31555309794,146.30402126826,0.0127408,260.89377208214,65.277599372513,-84.708426891614,-84.708426891614,22.920048045144,22.920048045144,337.07995195486,-22.920048045144,147.57991278172,62.401057954404,-1729.9956755176,1737400.0,185.71884042631,185.71884042631,205.44622495147,90.914449363715,-2455.0687121083,212.70457580025,727.9371071492,2465.3267470304,-84.771426987694,23.870438333619,727.92674703035,0.25661701579807,125.3957414944,131706310.88118,70619731.513389,3224549.4051731,91.656270635205,0.9992073785604,1.2360725357798,28.199806472357,0.48744529183369,86.155510065468,85.967633283247,0.36413430210411,86.362864620208,-182174920.90933,1994-03-24T23:50:18.9050328,11.648016104852,127.02082320405,
test007,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,1.31107e-315,Clementine1/UVVIS/1994-03-25T19:43:48.209,2009-09-03T11:42:03,143.435,0,0,35.5055,0,0,1.31063e-315,0,Candidate,.cub,35.505472124914,143.43454316572,0.0193527,259.98148259782,67.305728535749,-84.704038531874,-84.704038531874,23.037023203053,23.037023203053,336.96297679695,-23.037023203053,147.57414263286,62.754078624359,-1729.9833981984,1737400.0,187.6147875109,187.6147875109,217.05206704526,54.340438237869,-2462.0139341886,355.76278754246,735.36839539597,2472.1604104862,-84.80715235935,14.055476809875,734.76041048619,1.9531075761632,258.38345023278,142092325.17835,46513002.914525,3175614.9086014,92.470064995546,0.99964723016757,1.2167758271664,18.125524258299,355.0772286741,86.269536454313,85.940941423571,2.779644500235,97.35318775221,-182103311.59833,1994-03-25T19:43:48.2160328,12.327433262984,129.01791019464,
test008,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,3.42128e+180,Clementine1/UVVIS/1994-03-24T23:50:18.898,2009-09-03T11:42:03,192.165,0,0,380.898,0,0,1.52724e+223,0,Reference,.cub,380.89752423939,192.16473283604,0.00506414,263.48039284815,62.571975472348,-84.230321629993,-84.230321629993,11.110429013644,11.110429013644,348.88957098636,-11.110429013644,171.3868847274,33.657167834589,-1728.5984180245,1737400.0,186.12235090608,186.12235090608,205.44622495147,90.914449363715,-2455.0687121083,194.74114499753,729.51869279058,2465.3267470304,-84.771426987694,23.870438333619,727.92674703035,3.1772570841859,107.43125618168,131706310.88118,70619731.513389,3224549.4051731,91.740503873128,0.99920732891552,1.2360725357798,28.199806472357,1.6976103992383,86.748268812378,85.722068280385,4.5107956158142,74.672755565331,-182174920.90933,1994-03-24T23:50:18.9050328,10.860708169419,127.02082320405,
test008,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,1.52114e+223,Clementine1/UVVIS/1994-03-25T19:43:48.209,2009-09-03T11:42:03,225.718,0,0,217.908,0,0,4.77093e+180,0,Candidate,.cub,217.90775641671,225.71801253992,0.00480681,264.01895373567,64.881184479251,-84.222043818465,-84.222043818465,11.19578015886,11.19578015886,348.80421984114,-11.19578015886,171.58154180487,33.96092789388,-1728.5731659055,1737400.0,187.55433640355,187.55433640355,217.05206704526,54.340438237869,-2462.0139341886,241.96365899509,735.13145333826,2472.1604104862,-84.80715235935,14.055476809875,734.76041048619,1.5260487103022,153.52989394304,142092325.17835,46513002.914525,3175614.9086014,92.545832050652,0.99964713734957,1.2167758271664,18.125524258299,0.69812956895413,87.352246735774,85.481743717901,2.1716901923484,85.600404983732,-182103311.59833,1994-03-25T19:43:48.2160328,11.538017060037,129.01791019464,
test009,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,7.03894e+64,Clementine1/UVVIS/1994-03-24T23:50:18.898,2009-09-03T11:42:03,211.532,0,0,303.11,0,0,9.48606e-322,0,Reference,.cub,303.1098746965,211.53208582963,0.00490115,263.73700887079,63.736358549546,-84.221856742363,-84.221856742363,15.999474938157,15.999474938157,344.00052506184,-15.999474938157,168.14032077489,48.211793605959,-1728.5725947981,1737400.0,185.91490701845,185.91490701845,205.44622495147,90.914449363715,-2455.0687121083,209.40486352307,728.70560294406,2465.3267470304,-84.771426987694,23.870438333619,727.92674703035,2.223726553271,122.09584102116,131706310.88118,70619731.513389,3224549.4051731,91.714487352459,0.99920730206909,1.2360725357798,28.199806472357,1.2227438600255,87.060877652028,85.5892417345,3.1562157509569,79.51079600318,-182174920.90933,1994-03-24T23:50:18.9050328,11.186644564387,127.02082320405,
test009,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,1.31097e-315,Clementine1/UVVIS/1994-03-25T19:43:48.209,2009-09-03T11:42:03,229.539,0,0,138.012,0,0,3.99771e+24,0,Candidate,.cub,138.01202676878,229.53883052016,0.0057342,263.75981037323,66.045140095894,-84.215450746794,-84.215450746794,16.106746197141,16.106746197141,343.89325380286,-16.106746197141,168.23543919409,48.580123977337,-1728.5530274057,1737400.0,187.54789713339,187.54789713339,217.05206704526,54.340438237869,-2462.0139341886,287.80106527965,735.10621419892,2472.1604104862,-84.80715235935,14.055476809875,734.76041048619,1.4732598294115,197.32599456388,142092325.17835,46513002.914525,3175614.9086014,92.503376538132,0.99964712820446,1.2167758271664,18.125524258299,0.20407410661055,87.458897110761,85.436484888977,2.0965500773037,90.4651527878,-182103311.59833,1994-03-25T19:43:48.2160328,11.865414795923,129.01791019464,
test010,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,7.03894e+64,Clementine1/UVVIS/1994-03-24T23:50:18.898,2009-09-03T11:42:03,224.074,0,0,223.3,0,0,9.48606e-322,0,Reference,.cub,223.30043731164,224.07398487614,0.0485699,263.77334745102,64.916645455558,-84.214665125914,-84.214665125914,20.915446712653,20.915446712653,339.08455328735,-20.915446712653,163.59298268691,62.5206258896,-1728.5506262051,1737400.0,185.80538986613,185.80538986613,205.44622495147,90.914449363715,-2455.0687121083,238.84016303489,728.27634332311,2465.3267470304,-84.771426987694,23.870438333619,727.92674703035,1.4903078795248,151.53256787062,131706310.88118,70619731.513389,3224549.4051731,91.679035616685,0.99920728366073,1.2360725357798,28.199806472357,0.73458606607973,87.276063039801,85.498150091323,2.1149510763396,84.379427505287,-182174920.90933,1994-03-24T23:50:18.9050328,11.51437601602,127.02082320405,
test010,Tie,cnettable,2010-11-03T18:17:55,0,0,None,,None,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,-1.79769313486231e+308,-1.79769313486231e+308,-1.79769313486231e+308,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Application autoseed,1.31061e-315,Clementine1/UVVIS/1994-03-25T19:43:48.209,2009-09-03T11:42:03,226.339,0,0,57.784,0,0,2.65206e-258,0,Candidate,.cub,57.783967961889,226.33872143448,0.0473951,263.21245841263,67.19759644801,-84.209822868444,-84.209822868444,21.031279991495,21.031279991495,338.9687200085,-21.031279991495,163.60260570557,62.903655881251,-1728.535818976,1737400.0,187.64143809395,187.64143809395,217.05206704526,54.340438237869,-2462.0139341886,320.11987097542,735.47285409434,2472.1604104862,-84.80715235935,14.055476809875,734.76041048619,2.114079175178,224.74185264946,142092325.17835,46513002.914525,3175614.9086014,92.45961768775,0.99964712784708,1.2167758271664,18.125524258299,357.08564300518,87.464333553696,85.434716199488,3.0088404565574,95.343246829962,-182103311.59833,1994-03-25T19:43:48.2160328,12.19371704888,129.01791019464,
